Knot Type,Grid ID,X-Permutation,O-Permutation,tb,r,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal,x+,x-
m11n117,G1344,"(0, 8, 1, 6, 7, 2, 4, 5, 3, 9)","(7, 2, 3, 9, 5, 6, 0, 1, 8, 4)",-3,0,G1347,G1353,G1352,1,1
m11n117,G1345,"(0, 6, 4, 5, 7, 3, 1, 8, 2, 9)","(7, 8, 9, 1, 2, 0, 6, 4, 5, 3)",-3,0,G1348,G1346,G1351,1,1
m11n117,G1346,"(0, 5, 3, 4, 7, 8, 6, 1, 9, 2)","(4, 1, 6, 9, 2, 3, 0, 7, 5, 8)",-3,0,G1351,G1345,G1348,1,1
m11n117,G1347,"(0, 4, 6, 2, 7, 8, 3, 1, 5, 9)","(6, 8, 1, 9, 0, 5, 7, 4, 2, 3)",-3,0,G1344,G1352,G1353,1,1
m11n117,G1348,"(0, 1, 9, 4, 2, 3, 6, 8, 5, 7)","(3, 8, 6, 0, 5, 7, 1, 4, 9, 2)",-3,0,G1345,G1351,G1346,1,1
m11n117,G1349,"(0, 1, 8, 9, 7, 5, 6, 2, 3, 4)","(2, 7, 3, 6, 0, 8, 4, 5, 9, 1)",-3,0,G1350,G1349,G1350,1,1
m11n117,G1350,"(0, 1, 9, 7, 8, 5, 6, 2, 3, 4)","(2, 8, 6, 0, 3, 9, 4, 5, 7, 1)",-3,0,G1349,G1350,G1349,1,1
m11n117,G1351,"(0, 2, 9, 6, 7, 5, 8, 1, 3, 4)","(7, 8, 3, 1, 2, 0, 4, 5, 6, 9)",-3,0,G1346,G1348,G1345,1,1
m11n117,G1352,"(0, 1, 5, 6, 9, 7, 8, 3, 4, 2)","(3, 7, 8, 2, 5, 0, 4, 6, 1, 9)",-3,0,G1353,G1347,G1344,1,1
m11n117,G1353,"(0, 3, 6, 8, 9, 7, 4, 5, 1, 2)","(6, 7, 1, 2, 5, 0, 8, 3, 4, 9)",-3,0,G1352,G1344,G1347,1,1
11n122,G1951,"(0, 1, 3, 2, 4, 6, 5, 8, 7, 9)","(2, 6, 8, 5, 7, 3, 9, 4, 0, 1)",1,0,?,G2357,?,0,0
11n122,G2357,"(0, 9, 1, 2, 3, 5, 4, 7, 6, 8)","(7, 2, 3, 4, 6, 0, 8, 1, 9, 5)",1,0,?,G1951,?,0,0
m11n122,G2131,"(0, 8, 4, 7, 6, 5, 2, 3, 1, 9)","(5, 3, 9, 1, 8, 7, 6, 0, 4, 2)",-11,-2,--,--,G2539,1,1
m11n122,G2132,"(0, 6, 8, 5, 7, 1, 4, 3, 9, 2)","(3, 1, 2, 9, 0, 8, 6, 5, 4, 7)",-11,-2,--,--,G2537,1,1
m11n122,G2133,"(0, 1, 8, 9, 7, 6, 5, 3, 4, 2)","(3, 5, 2, 4, 0, 8, 7, 6, 1, 9)",-11,-2,--,--,G2538,1,1
m11n122,G2537,"(0, 8, 4, 6, 1, 5, 3, 2, 9, 7)","(5, 1, 9, 0, 7, 8, 6, 4, 3, 2)",-11,-2,--,--,G2132,1,1
m11n122,G2538,"(0, 8, 7, 6, 4, 5, 2, 3, 1, 9)","(5, 3, 9, 8, 7, 1, 6, 0, 4, 2)",-11,-2,--,--,G2133,1,1
m11n122,G2539,"(0, 1, 6, 9, 8, 7, 5, 3, 4, 2)","(3, 5, 2, 4, 0, 9, 8, 6, 1, 7)",-11,-2,--,--,G2131,1,1
m11n122,G2134,"(0, 2, 7, 9, 6, 8, 3, 1, 5, 4)","(5, 6, 3, 4, 1, 2, 0, 7, 9, 8)",-11,0,G2135,G2540,G2541,1,1
m11n122,G2135,"(0, 7, 9, 4, 6, 2, 1, 5, 3, 8)","(5, 2, 3, 0, 1, 8, 7, 9, 6, 4)",-11,0,G2134,G2541,G2540,1,1
m11n122,G2540,"(0, 9, 2, 7, 1, 8, 5, 3, 6, 4)","(8, 5, 6, 3, 4, 2, 0, 9, 1, 7)",-11,0,G2541,G2134,G2135,1,1
m11n122,G2541,"(0, 3, 2, 8, 6, 9, 7, 4, 1, 5)","(6, 7, 4, 5, 1, 3, 2, 0, 8, 9)",-11,0,G2540,G2135,G2134,1,1
m11n122,G2136,"(0, 8, 9, 7, 6, 5, 3, 4, 1, 2)","(3, 1, 6, 5, 4, 2, 8, 0, 7, 9)",-11,2,--,--,G2542,1,1
m11n122,G2137,"(0, 8, 6, 7, 4, 3, 2, 5, 1, 9)","(7, 5, 9, 3, 2, 1, 8, 0, 6, 4)",-11,2,--,--,G2544,1,1
m11n122,G2138,"(0, 3, 9, 8, 1, 5, 7, 4, 6, 2)","(5, 8, 7, 6, 4, 2, 3, 0, 1, 9)",-11,2,--,--,G2543,1,1
m11n122,G2542,"(0, 8, 6, 7, 4, 5, 3, 2, 1, 9)","(7, 5, 9, 3, 8, 2, 1, 0, 6, 4)",-11,2,--,--,G2136,1,1
m11n122,G2543,"(0, 8, 5, 4, 2, 6, 1, 3, 9, 7)","(5, 4, 3, 1, 9, 0, 7, 8, 6, 2)",-11,2,--,--,G2138,1,1
m11n122,G2544,"(0, 8, 9, 7, 5, 4, 3, 6, 1, 2)","(5, 1, 6, 4, 3, 2, 8, 0, 7, 9)",-11,2,--,--,G2137,1,1
11n126,G357,"(0, 8, 4, 7, 3, 2, 1, 9, 6, 5)","(6, 1, 0, 9, 8, 5, 4, 3, 2, 7)",-15,-2,--,--,G357,1,1
11n126,G358,"(0, 9, 6, 4, 3, 2, 8, 1, 7, 5)","(8, 3, 2, 1, 0, 7, 6, 5, 4, 9)",-15,2,--,--,G358,1,1
m11n126,G1354,"(0, 1, 2, 6, 3, 7, 9, 4, 5, 8)","(3, 4, 7, 8, 9, 0, 5, 6, 1, 2)",5,0,G1355,G1354,G1355,0,0
m11n126,G1355,"(0, 4, 5, 6, 8, 1, 2, 7, 9, 3)","(8, 9, 2, 3, 4, 5, 0, 1, 6, 7)",5,0,G1354,G1355,G1354,0,0
m11n126,G1356,"(0, 2, 4, 5, 6, 3, 7, 9, 8, 1)","(3, 6, 7, 9, 0, 8, 1, 2, 4, 5)",5,0,G1356,G1356,G1356,0,0
11n132,G375,"(0, 4, 9, 2, 5, 7, 6, 8, 3, 1)","(2, 1, 3, 6, 8, 0, 9, 4, 5, 7)",-2,-1,--,--,G377,0,1
11n132,G376,"(0, 2, 4, 6, 9, 8, 5, 7, 1, 3)","(5, 8, 7, 1, 3, 0, 9, 2, 4, 6)",-2,-1,--,--,G378,0,1
11n132,G377,"(0, 4, 9, 2, 5, 7, 6, 8, 3, 1)","(2, 1, 3, 8, 9, 4, 0, 5, 7, 6)",-2,-1,--,--,G375,0,1
11n132,G378,"(0, 3, 7, 4, 8, 6, 5, 1, 9, 2)","(5, 9, 1, 0, 3, 2, 7, 6, 4, 8)",-2,-1,--,--,G376,0,1
11n132,G379,"(0, 2, 6, 8, 5, 4, 7, 9, 1, 3)","(7, 9, 1, 4, 3, 0, 2, 6, 5, 8)",-2,1,--,--,G380,1,0
11n132,G380,"(0, 3, 1, 7, 6, 4, 8, 5, 9, 2)","(4, 8, 6, 5, 0, 9, 2, 1, 3, 7)",-2,1,--,--,G379,1,0
11n132,G381,"(0, 8, 3, 5, 4, 6, 9, 2, 7, 1)","(5, 4, 6, 1, 7, 2, 3, 8, 0, 9)",-2,1,--,--,G382,1,0
11n132,G382,"(0, 8, 3, 5, 4, 6, 9, 2, 7, 1)","(4, 6, 7, 2, 1, 3, 5, 8, 0, 9)",-2,1,--,--,G381,1,0
m11n132,G1361,"(0, 2, 9, 5, 8, 4, 6, 7, 1, 3)","(4, 7, 3, 1, 2, 9, 0, 5, 6, 8)",-8,-1,--,--,G1363,1,1
m11n132,G1362,"(0, 2, 8, 4, 5, 9, 7, 1, 6, 3)","(4, 5, 3, 6, 1, 2, 0, 8, 9, 7)",-8,-1,--,--,G1365,1,1
m11n132,G1363,"(0, 8, 4, 2, 5, 6, 3, 1, 9, 7)","(3, 1, 9, 6, 7, 0, 8, 4, 5, 2)",-8,-1,--,--,G1361,1,1
m11n132,G1364,"(0, 1, 6, 4, 5, 3, 8, 9, 7, 2)","(3, 9, 2, 7, 0, 6, 4, 5, 1, 8)",-8,-1,--,--,G1366,1,1
m11n132,G1365,"(0, 8, 9, 7, 5, 6, 1, 4, 2, 3)","(4, 1, 6, 0, 8, 2, 3, 9, 5, 7)",-8,-1,--,--,G1362,1,1
m11n132,G1366,"(0, 8, 4, 2, 3, 1, 7, 5, 6, 9)","(7, 1, 9, 5, 6, 4, 2, 8, 0, 3)",-8,-1,--,--,G1364,1,1
m11n132,G1367,"(0, 8, 6, 4, 1, 2, 5, 3, 9, 7)","(5, 2, 3, 9, 7, 0, 1, 8, 6, 4)",-8,1,--,--,G1371,1,1
m11n132,G1368,"(0, 1, 9, 2, 7, 8, 6, 4, 5, 3)","(6, 8, 4, 0, 1, 5, 3, 7, 2, 9)",-8,1,--,--,G1369,1,1
m11n132,G1369,"(0, 7, 2, 6, 4, 8, 9, 5, 1, 3)","(6, 4, 5, 3, 1, 2, 7, 0, 8, 9)",-8,1,--,--,G1368,1,1
m11n132,G1370,"(0, 5, 3, 4, 9, 7, 8, 6, 1, 2)","(4, 1, 7, 8, 6, 2, 5, 0, 3, 9)",-8,1,--,--,G1372,1,1
m11n132,G1371,"(0, 2, 6, 7, 9, 5, 8, 4, 1, 3)","(5, 7, 8, 3, 4, 1, 2, 0, 6, 9)",-8,1,--,--,G1367,1,1
m11n132,G1372,"(0, 3, 4, 2, 8, 6, 7, 5, 1, 9)","(6, 9, 1, 7, 5, 3, 4, 0, 8, 2)",-8,1,--,--,G1370,1,1
11n133,G383,"(0, 9, 1, 3, 4, 8, 7, 6, 5, 2)","(6, 4, 5, 0, 2, 3, 1, 9, 8, 7)",-10,-1,--,--,?,1,1
11n133,G384,"(0, 7, 6, 5, 4, 8, 9, 1, 3, 2)","(5, 4, 3, 1, 9, 0, 2, 7, 8, 6)",-10,1,--,--,?,1,1
m11n133,G1373,"(0, 3, 1, 2, 6, 7, 8, 9, 5, 4)","(5, 7, 4, 8, 9, 0, 1, 3, 2, 6)",0,-1,--,--,?,1,1
m11n133,G1374,"(0, 9, 5, 6, 7, 8, 2, 3, 1, 4)","(8, 2, 1, 3, 4, 5, 6, 0, 7, 9)",0,1,--,--,?,1,1
11n134,G1952,"(0, 2, 4, 6, 5, 8, 7, 9, 3, 1)","(7, 9, 1, 3, 0, 4, 2, 6, 8, 5)",1,0,G1953,G2359,G2358,0,0
11n134,G1953,"(0, 4, 6, 5, 8, 7, 9, 1, 3, 2)","(5, 7, 1, 9, 2, 0, 3, 4, 8, 6)",1,0,G1952,G2358,G2359,0,0
11n134,G2358,"(0, 2, 4, 5, 6, 3, 7, 9, 8, 1)","(3, 6, 9, 7, 1, 8, 0, 5, 2, 4)",1,0,G2359,G1953,G1952,0,0
11n134,G2359,"(0, 4, 6, 8, 5, 9, 7, 1, 3, 2)","(6, 7, 9, 1, 0, 3, 2, 4, 8, 5)",1,0,G2358,G1952,G1953,0,0
m11n134,G2139,"(0, 2, 9, 1, 8, 7, 3, 5, 6, 4)","(5, 6, 3, 4, 2, 0, 8, 9, 1, 7)",-11,-2,--,--,G2547,1,1
m11n134,G2140,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(6, 3, 9, 8, 1, 7, 5, 0, 4, 2)",-11,-2,--,--,G2546,1,1
m11n134,G2141,"(0, 1, 7, 9, 8, 6, 3, 5, 4, 2)","(3, 4, 2, 5, 0, 9, 7, 1, 8, 6)",-11,-2,--,--,G2548,1,1
m11n134,G2142,"(0, 3, 1, 9, 7, 8, 5, 2, 6, 4)","(5, 6, 4, 2, 0, 3, 1, 7, 9, 8)",-11,-2,--,--,G2545,1,1
m11n134,G2545,"(0, 7, 9, 4, 8, 6, 3, 5, 1, 2)","(5, 1, 3, 0, 2, 9, 7, 8, 4, 6)",-11,-2,--,--,G2142,1,1
m11n134,G2546,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(6, 1, 9, 8, 3, 0, 5, 7, 4, 2)",-11,-2,--,--,G2140,1,1
m11n134,G2547,"(0, 3, 1, 6, 9, 7, 8, 5, 2, 4)","(5, 8, 4, 2, 3, 0, 1, 9, 7, 6)",-11,-2,--,--,G2139,1,1
m11n134,G2548,"(0, 5, 8, 6, 7, 4, 2, 9, 3, 1)","(2, 1, 3, 9, 0, 8, 6, 5, 7, 4)",-11,-2,--,--,G2141,1,1
m11n134,G2143,"(0, 6, 4, 2, 7, 5, 3, 9, 1, 8)","(5, 2, 1, 9, 0, 8, 6, 4, 7, 3)",-11,0,G2154,G2560,G2557,1,1
m11n134,G2144,"(0, 8, 4, 2, 6, 3, 9, 1, 7, 5)","(3, 1, 9, 8, 0, 7, 5, 6, 4, 2)",-11,0,G2149,G2559,G2554,1,1
m11n134,G2145,"(0, 7, 2, 5, 1, 4, 9, 3, 8, 6)","(3, 1, 9, 0, 8, 6, 5, 7, 4, 2)",-11,0,G2148,G2550,G2555,1,1
m11n134,G2146,"(0, 7, 8, 6, 9, 3, 1, 5, 4, 2)","(5, 3, 4, 1, 2, 0, 7, 9, 6, 8)",-11,0,G2150,G2553,G2551,1,1
m11n134,G2147,"(0, 8, 5, 6, 4, 2, 3, 1, 9, 7)","(4, 3, 9, 1, 7, 5, 0, 8, 6, 2)",-11,0,G2151,G2556,G2549,1,1
m11n134,G2148,"(0, 3, 8, 5, 9, 7, 2, 6, 1, 4)","(5, 6, 4, 2, 3, 1, 8, 0, 9, 7)",-11,0,G2145,G2555,G2550,1,1
m11n134,G2149,"(0, 1, 9, 4, 7, 8, 6, 3, 5, 2)","(4, 6, 3, 2, 0, 5, 9, 7, 1, 8)",-11,0,G2144,G2554,G2559,1,1
m11n134,G2150,"(0, 8, 7, 4, 6, 5, 3, 1, 2, 9)","(7, 6, 1, 9, 2, 0, 8, 4, 5, 3)",-11,0,G2146,G2551,G2553,1,1
m11n134,G2151,"(0, 3, 1, 9, 7, 8, 6, 4, 5, 2)","(6, 8, 4, 2, 0, 5, 3, 9, 1, 7)",-11,0,G2147,G2549,G2556,1,1
m11n134,G2152,"(0, 2, 9, 1, 8, 6, 7, 4, 5, 3)","(4, 6, 5, 7, 2, 0, 3, 9, 1, 8)",-11,0,G2153,G2558,G2552,1,1
m11n134,G2153,"(0, 8, 1, 7, 9, 3, 5, 4, 6, 2)","(5, 3, 6, 4, 2, 0, 1, 8, 9, 7)",-11,0,G2152,G2552,G2558,1,1
m11n134,G2154,"(0, 6, 4, 2, 7, 5, 3, 9, 1, 8)","(5, 3, 1, 9, 0, 8, 7, 4, 6, 2)",-11,0,G2143,G2557,G2560,1,1
m11n134,G2549,"(0, 7, 5, 6, 4, 2, 3, 9, 1, 8)","(6, 3, 9, 1, 0, 5, 8, 4, 7, 2)",-11,0,G2556,G2151,G2147,1,1
m11n134,G2550,"(0, 7, 5, 6, 4, 2, 3, 9, 1, 8)","(6, 1, 9, 3, 0, 5, 8, 7, 4, 2)",-11,0,G2555,G2145,G2148,1,1
m11n134,G2551,"(0, 6, 9, 5, 8, 7, 3, 1, 2, 4)","(5, 3, 4, 1, 2, 0, 8, 6, 9, 7)",-11,0,G2553,G2150,G2146,1,1
m11n134,G2552,"(0, 8, 6, 4, 5, 2, 3, 1, 9, 7)","(5, 1, 3, 7, 9, 8, 0, 6, 4, 2)",-11,0,G2558,G2153,G2152,1,1
m11n134,G2553,"(0, 1, 9, 2, 8, 6, 7, 4, 5, 3)","(4, 8, 7, 5, 3, 0, 2, 9, 1, 6)",-11,0,G2551,G2146,G2150,1,1
m11n134,G2554,"(0, 4, 1, 8, 9, 6, 5, 3, 7, 2)","(6, 7, 5, 3, 4, 2, 8, 0, 1, 9)",-11,0,G2559,G2149,G2144,1,1
m11n134,G2555,"(0, 4, 2, 7, 5, 3, 9, 1, 8, 6)","(3, 1, 9, 0, 8, 6, 5, 7, 4, 2)",-11,0,G2550,G2148,G2145,1,1
m11n134,G2556,"(0, 6, 7, 5, 3, 4, 2, 9, 1, 8)","(5, 1, 4, 9, 8, 0, 6, 3, 7, 2)",-11,0,G2549,G2147,G2151,1,1
m11n134,G2557,"(0, 8, 7, 4, 6, 2, 5, 3, 1, 9)","(7, 5, 3, 9, 1, 8, 0, 6, 4, 2)",-11,0,G2560,G2154,G2143,1,1
m11n134,G2558,"(0, 7, 3, 5, 4, 6, 1, 9, 2, 8)","(4, 2, 9, 1, 8, 0, 7, 5, 6, 3)",-11,0,G2552,G2152,G2153,1,1
m11n134,G2559,"(0, 5, 3, 1, 2, 9, 7, 8, 6, 4)","(7, 2, 8, 4, 6, 3, 1, 5, 0, 9)",-11,0,G2554,G2144,G2149,1,1
m11n134,G2560,"(0, 8, 1, 6, 9, 7, 5, 3, 4, 2)","(6, 3, 5, 2, 4, 0, 8, 7, 1, 9)",-11,0,G2557,G2143,G2154,1,1
m11n134,G2155,"(0, 8, 2, 9, 6, 7, 5, 3, 1, 4)","(6, 5, 7, 3, 1, 4, 2, 0, 8, 9)",-11,2,--,--,G2564,1,1
m11n134,G2156,"(0, 8, 7, 9, 6, 4, 3, 5, 1, 2)","(6, 4, 1, 5, 3, 2, 7, 0, 8, 9)",-11,2,--,--,G2563,1,1
m11n134,G2157,"(0, 8, 6, 7, 5, 3, 4, 2, 1, 9)","(7, 5, 9, 4, 2, 8, 1, 0, 6, 3)",-11,2,--,--,G2562,1,1
m11n134,G2158,"(0, 8, 9, 1, 7, 6, 3, 5, 2, 4)","(7, 3, 5, 6, 4, 2, 0, 1, 8, 9)",-11,2,--,--,G2561,1,1
m11n134,G2561,"(0, 2, 9, 6, 7, 5, 8, 3, 1, 4)","(8, 7, 5, 3, 4, 1, 2, 0, 6, 9)",-11,2,--,--,G2158,1,1
m11n134,G2562,"(0, 8, 6, 7, 5, 3, 4, 2, 1, 9)","(7, 5, 2, 4, 9, 6, 1, 0, 8, 3)",-11,2,--,--,G2157,1,1
m11n134,G2563,"(0, 8, 2, 9, 7, 4, 5, 3, 6, 1)","(7, 4, 6, 5, 3, 1, 2, 8, 0, 9)",-11,2,--,--,G2156,1,1
m11n134,G2564,"(0, 1, 7, 9, 6, 4, 8, 3, 5, 2)","(6, 8, 4, 5, 3, 0, 2, 9, 1, 7)",-11,2,--,--,G2155,1,1
11n135,G385,"(0, 8, 9, 7, 5, 4, 6, 1, 3, 2)","(4, 1, 6, 3, 0, 8, 2, 7, 9, 5)",-11,0,G386,G385,G386,1,1
11n135,G386,"(0, 8, 5, 7, 6, 3, 2, 4, 1, 9)","(6, 2, 9, 4, 1, 8, 7, 0, 5, 3)",-11,0,G385,G386,G385,1,1
m11n135,G1375,"(0, 1, 5, 3, 8, 4, 6, 9, 2, 7)","(6, 8, 9, 7, 2, 0, 1, 3, 5, 4)",1,0,G1376,G1376,G1375,1,1
m11n135,G1376,"(0, 3, 1, 2, 5, 6, 4, 7, 9, 8)","(6, 9, 4, 7, 0, 1, 8, 3, 5, 2)",1,0,G1375,G1375,G1376,1,1
11n138,G387,"(0, 8, 1, 9, 3, 7, 6, 5, 2, 4)","(3, 2, 5, 4, 8, 0, 9, 7, 6, 1)",-5,-2,--,--,G387,,1
11n138,G388,"(0, 2, 9, 5, 4, 3, 7, 6, 8, 1)","(3, 6, 4, 1, 0, 8, 2, 9, 5, 7)",-5,0,G389,G388,G389,1,1
11n138,G389,"(0, 9, 8, 2, 1, 3, 7, 5, 4, 6)","(5, 7, 3, 6, 4, 0, 2, 9, 8, 1)",-5,0,G388,G389,G388,1,1
11n138,G390,"(0, 2, 9, 8, 7, 1, 5, 3, 6, 4)","(3, 8, 7, 5, 4, 6, 0, 9, 2, 1)",-5,2,--,--,G390,1,
m11n138,G1377,"(0, 5, 7, 8, 9, 3, 1, 4, 2, 6)","(4, 1, 2, 6, 7, 0, 8, 9, 5, 3)",-5,0,?,G1377,?,1,1
11n139,G391,"(0, 8, 2, 5, 3, 1, 7, 4, 9, 6)","(4, 1, 9, 0, 7, 6, 2, 8, 5, 3)",-9,0,G391,G392,G392,1,1
11n139,G392,"(0, 7, 2, 9, 1, 6, 3, 5, 8, 4)","(6, 5, 8, 3, 4, 2, 7, 0, 1, 9)",-9,0,G392,G391,G391,1,1
m11n139,G1378,"(0, 9, 1, 6, 3, 2, 4, 7, 8, 5)","(4, 2, 7, 0, 8, 5, 9, 3, 6, 1)",-1,0,G1378,G1379,G1379,0,0
m11n139,G1379,"(0, 2, 5, 9, 3, 4, 7, 6, 8, 1)","(3, 6, 1, 4, 8, 0, 2, 9, 5, 7)",-1,0,G1379,G1378,G1378,0,0
11n141,G393,"(0, 9, 1, 3, 2, 5, 4, 6, 8, 7)","(8, 2, 4, 0, 6, 1, 7, 3, 5, 9)",-3,0,G393,G393,G393,1,1
m11n141,G1380,"(0, 7, 6, 8, 9, 5, 3, 4, 1, 2)","(3, 1, 9, 4, 7, 2, 6, 0, 5, 8)",-7,0,G1380,G1380,G1380,1,1
m11n141,G1381,"(0, 7, 8, 6, 4, 5, 2, 3, 1, 9)","(6, 1, 5, 9, 7, 3, 4, 0, 8, 2)",-7,0,G1381,G1381,G1381,1,1
11n142,G394,"(0, 9, 1, 3, 2, 5, 4, 7, 6, 8)","(7, 2, 6, 0, 4, 3, 8, 1, 9, 5)",-3,0,G395,G395,G394,1,1
11n142,G395,"(0, 6, 8, 3, 7, 1, 5, 4, 9, 2)","(7, 9, 1, 0, 2, 4, 3, 6, 5, 8)",-3,0,G394,G394,G395,1,1
m11n142,G1382,"(0, 1, 8, 9, 6, 7, 5, 3, 4, 2)","(3, 5, 2, 7, 8, 4, 0, 6, 1, 9)",-7,0,G1384,G1382,G1384,1,1
m11n142,G1383,"(0, 3, 1, 8, 9, 5, 7, 4, 6, 2)","(5, 6, 4, 2, 7, 8, 3, 0, 1, 9)",-7,0,G1385,G1388,G1387,1,1
m11n142,G1384,"(0, 1, 8, 9, 6, 7, 5, 3, 4, 2)","(3, 9, 0, 5, 2, 4, 8, 6, 1, 7)",-7,0,G1382,G1384,G1382,1,1
m11n142,G1385,"(0, 3, 9, 7, 8, 1, 2, 6, 4, 5)","(6, 8, 4, 2, 5, 3, 0, 1, 7, 9)",-7,0,G1383,G1387,G1388,1,1
m11n142,G1386,"(0, 2, 9, 4, 7, 3, 6, 1, 5, 8)","(5, 6, 3, 1, 2, 8, 0, 7, 9, 4)",-7,0,G1391,G1390,G1389,1,1
m11n142,G1387,"(0, 6, 8, 5, 7, 3, 1, 2, 9, 4)","(5, 3, 4, 9, 2, 8, 6, 0, 1, 7)",-7,0,G1388,G1385,G1383,1,1
m11n142,G1388,"(0, 2, 8, 4, 9, 6, 7, 5, 1, 3)","(4, 5, 3, 1, 7, 8, 2, 0, 6, 9)",-7,0,G1387,G1383,G1385,1,1
m11n142,G1389,"(0, 8, 3, 1, 9, 4, 7, 5, 2, 6)","(7, 4, 5, 6, 2, 0, 3, 1, 8, 9)",-7,0,G1390,G1391,G1386,1,1
m11n142,G1390,"(0, 6, 8, 5, 7, 2, 3, 4, 1, 9)","(5, 1, 4, 9, 3, 6, 8, 0, 7, 2)",-7,0,G1389,G1386,G1391,1,1
m11n142,G1391,"(0, 1, 9, 6, 7, 8, 4, 2, 5, 3)","(4, 8, 2, 0, 5, 3, 1, 6, 9, 7)",-7,0,G1386,G1389,G1390,1,1
11n143,G396,"(0, 7, 8, 6, 9, 3, 1, 5, 4, 2)","(3, 1, 2, 0, 4, 7, 8, 9, 6, 5)",-7,-2,--,--,G396,1,1
11n143,G397,"(0, 7, 6, 3, 4, 2, 5, 9, 1, 8)","(6, 5, 1, 8, 9, 7, 0, 3, 4, 2)",-7,0,G400,G398,G399,1,1
11n143,G398,"(0, 4, 3, 9, 6, 7, 5, 8, 1, 2)","(6, 8, 5, 4, 1, 2, 0, 3, 7, 9)",-7,0,G399,G397,G400,1,1
11n143,G399,"(0, 8, 1, 9, 6, 4, 5, 7, 3, 2)","(4, 5, 7, 3, 0, 8, 9, 2, 1, 6)",-7,0,G398,G400,G397,1,1
11n143,G400,"(0, 6, 3, 1, 2, 5, 4, 9, 7, 8)","(4, 2, 9, 7, 8, 0, 6, 5, 3, 1)",-7,0,G397,G399,G398,1,1
11n143,G401,"(0, 8, 7, 1, 9, 3, 6, 4, 5, 2)","(7, 6, 3, 4, 5, 8, 2, 0, 1, 9)",-7,2,--,--,G401,1,1
m11n143,G1392,"(0, 6, 4, 7, 5, 8, 9, 2, 1, 3)","(5, 2, 1, 3, 9, 0, 4, 7, 6, 8)",-3,0,G1393,?,?,1,1
m11n143,G1393,"(0, 1, 8, 7, 9, 2, 6, 4, 3, 5)","(2, 6, 4, 3, 5, 8, 0, 7, 9, 1)",-3,0,G1392,?,?,1,1
11n145,G402,"(0, 3, 1, 2, 5, 8, 9, 7, 6, 4)","(5, 7, 4, 6, 9, 0, 3, 2, 1, 8)",-6,-1,--,--,G403,1,1
11n145,G403,"(0, 5, 9, 8, 6, 7, 1, 3, 4, 2)","(3, 1, 4, 2, 0, 5, 6, 9, 8, 7)",-6,-1,--,--,G402,1,1
11n145,G404,"(0, 8, 9, 7, 4, 1, 3, 2, 5, 6)","(5, 3, 2, 0, 8, 6, 9, 7, 1, 4)",-6,-1,--,--,G405,1,1
11n145,G405,"(0, 5, 7, 6, 4, 8, 9, 3, 1, 2)","(3, 8, 2, 1, 9, 0, 5, 7, 4, 6)",-6,-1,--,--,G404,1,1
11n145,G406,"(0, 8, 7, 5, 6, 9, 2, 3, 1, 4)","(6, 3, 2, 1, 4, 5, 8, 0, 7, 9)",-6,1,--,--,G409,1,1
11n145,G407,"(0, 1, 9, 3, 4, 8, 6, 5, 7, 2)","(6, 8, 5, 7, 2, 3, 1, 0, 4, 9)",-6,1,--,--,G408,1,1
11n145,G408,"(0, 1, 4, 3, 5, 2, 9, 7, 8, 6)","(2, 5, 9, 7, 0, 8, 6, 4, 3, 1)",-6,1,--,--,G407,1,1
11n145,G409,"(0, 8, 9, 1, 5, 6, 4, 3, 7, 2)","(5, 4, 3, 6, 7, 2, 0, 8, 1, 9)",-6,1,--,--,G406,1,1
m11n145,G1394,"(0, 9, 5, 7, 8, 6, 1, 3, 2, 4)","(6, 1, 0, 2, 3, 9, 4, 7, 5, 8)",-4,-1,--,--,?,1,1
m11n145,G1395,"(0, 2, 1, 3, 8, 6, 7, 9, 5, 4)","(6, 9, 7, 0, 5, 1, 2, 4, 3, 8)",-4,1,--,--,?,1,1
11n147,G1954,"(0, 9, 1, 3, 8, 4, 7, 6, 5, 2)","(6, 4, 5, 0, 2, 1, 3, 9, 8, 7)",-10,-1,--,--,G2360,1,1
11n147,G2360,"(0, 3, 2, 1, 9, 6, 5, 7, 4, 8)","(6, 7, 5, 4, 3, 2, 8, 0, 9, 1)",-10,-1,--,--,G1954,1,1
11n147,G1955,"(0, 7, 6, 5, 8, 4, 9, 1, 3, 2)","(5, 4, 3, 9, 1, 0, 2, 7, 8, 6)",-10,1,--,--,G2361,1,1
11n147,G2361,"(0, 4, 1, 3, 2, 9, 7, 6, 5, 8)","(7, 9, 8, 0, 6, 5, 4, 3, 1, 2)",-10,1,--,--,G1955,1,1
m11n147,G2159,"(0, 1, 5, 3, 4, 2, 7, 6, 8, 9)","(7, 8, 9, 6, 0, 5, 3, 1, 2, 4)",0,-1,--,--,G2565,1,1
m11n147,G2160,"(0, 1, 9, 8, 2, 3, 4, 7, 5, 6)","(4, 7, 5, 0, 6, 9, 1, 2, 8, 3)",0,-1,--,--,G2567,1,1
m11n147,G2161,"(0, 6, 1, 9, 2, 3, 4, 8, 5, 7)","(3, 8, 7, 4, 5, 6, 0, 1, 9, 2)",0,-1,--,--,G2566,1,1
